"id";"period";"okato";"subject";"river_basin";"indicator";"hazard_class";"cnt_cases";"value_min";"value_max";"unit"
266;2008-05-31;"25000000000";Иркутская область;р. Енисей;Лигнин сульфатный;"4";"2";10;16;ПДК
267;2008-05-31;"32000000000";Кемеровская область - Кузбасс;р. Обь;Цинк;"3";"2";21.6;37;ПДК
268;2008-05-31;"33000000000";Кировская область;р. Волга;Взвешенные вещества;"";"10";13;37;ПДК
269;2008-05-31;"04000000000";Красноярский край;р. Енисей;Цинк;"3";"2";13;14;ПДК
270;2008-05-31;"04000000000";Красноярский край;р. Енисей;Алюминий;"4";"5";11;15;ПДК
271;2008-05-31;"04000000000";Красноярский край;р. Енисей;Медь;"3";"1";42;42;ПДК
272;2008-05-31;"04000000000";Красноярский край;р. Обь;Алюминий;"4";"3";12;15;ПДК
273;2008-05-31;"37000000000";Курганская область;р. Обь;Взвешенные вещества;"";"2";23;46;ПДК
274;2008-05-31;"41000000000";Ленинградская область;малые реки, озера, водохранилища;Кадмий;"2";"1";4;4;ПДК
275;2008-05-31;"44000000000";Магаданская область;малые реки, озера, водохранилища;Взвешенные вещества;"";"1";38;38;ПДК
276;2008-05-31;"46000000000";Московская область;р. Волга;Нитрит-ионы;"4э";"9";11;14;ПДК
277;2008-05-31;"46000000000";Московская область;р. Волга;Аммоний-ион;"4";"4";10;19;ПДК
278;2008-05-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Никель;"3";"5";11;31;ПДК
279;2008-05-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;БПК5;"";"1";6;6;ПДК
280;2008-05-31;"22000000000";Нижегородская область;р. Волга;Взвешенные вещества;"";"11";10;26;ПДК
281;2008-05-31;"22000000000";Нижегородская область;р. Ока;Взвешенные вещества;"";"1";12;12;ПДК
282;2008-05-31;"50000000000";Новосибирская область;р. Обь;Сульфиды и сероводород;"4";"2";0.00011;0.00022;ПДК
283;2008-05-31;"50000000000";Новосибирская область;р. Обь;Нитрит-ионы;"4э";"1";20;20;ПДК
284;2008-05-31;"53000000000";Оренбургская область;р. Урал;Цинк;"3";"1";15;15;ПДК
285;2008-05-31;"57000000000";Пермский край;р. Волга;Железо общее;"4";"2";37;44;ПДК
286;2008-05-31;"57000000000";Пермский край;р. Волга;Взвешенные вещества;"";"13";10;40;ПДК
287;2008-05-31;"57000000000";Пермский край;р. Кама;Взвешенные вещества;"";"2";10;23;ПДК
288;2008-05-31;"57000000000";Пермский край;р. Кама;Марганец;"4";"1";44;44;ПДК
289;2008-05-31;"05000000000";Приморский край;р. Амур;БПК5;"";"1";7;7;ПДК
290;2008-05-31;"05000000000";Приморский край;малые реки, озера, водохранилища;Взвешенные вещества;"";"1";16;16;ПДК
291;2008-05-31;"05000000000";Приморский край;малые реки, озера, водохранилища;Растворенный кислород;"";"1";2.8;2.8;мг/л
292;2008-05-31;"05000000000";Приморский край;малые реки, озера, водохранилища;Сульфиды и сероводород;"4";"1";0.0002;0.0002;ПДК
293;2008-05-31;"86000000000";Республика Карелия;малые реки, озера, водохранилища;Водородный показатель (pH);"";"1";4.36;4.36;pH
294;2008-05-31;"87000000000";Республика Коми;р. Северная Двина;Кадмий;"2";"1";1;1;ПДК
295;2008-05-31;"36000000000";Самарская область;р. Волга;ГХЦГ;"1";"1";3;3;ПДК
296;2008-05-31;"65000000000";Свердловская область;р. Волга;Взвешенные вещества;"";"8";11;27;ПДК
297;2008-05-31;"65000000000";Свердловская область;р. Обь;БПК5;"";"1";17;17;ПДК
298;2008-05-31;"65000000000";Свердловская область;р. Обь;Фосфаты;"4э";"3";22;37;ПДК
299;2008-05-31;"65000000000";Свердловская область;р. Обь;Взвешенные вещества;"";"31";13;59;ПДК
300;2008-05-31;"65000000000";Свердловская область;р. Обь;Аммоний-ион;"4";"6";11;45;ПДК
301;2008-05-31;"65000000000";Свердловская область;р. Обь;Нитрит-ионы;"4э";"7";10;15;ПДК
302;2008-05-31;"65000000000";Свердловская область;р. Обь;Марганец;"4";"3";14;45;ПДК
303;2008-05-31;"65000000000";Свердловская область;р. Обь;Медь;"3";"4";10;37;ПДК
304;2008-05-31;"65000000000";Свердловская область;р. Обь;Растворенный кислород;"";"1";2.7;2.7;мг/л
305;2008-05-31;"65000000000";Свердловская область;р. Урал;Взвешенные вещества;"";"1";33;33;ПДК
306;2008-05-31;"70000000000";Тульская область;р. Волга;Нитрит-ионы;"4э";"2";12;16;ПДК
307;2008-05-31;"71000000000";Тюменская область;р. Обь;Цинк;"3";"1";21;21;ПДК
308;2008-05-31;"71000000000";Тюменская область;р. Обь;Марганец;"4";"1";45;45;ПДК
309;2008-05-31;"08000000000";Хабаровский край;р. Амур;Аммоний-ион;"4";"1";23;23;ПДК
310;2008-05-31;"08000000000";Хабаровский край;р. Амур;БПК5;"";"1";17;17;ПДК
311;2008-05-31;"08000000000";Хабаровский край;р. Амур;Марганец;"4";"1";33;33;ПДК
312;2008-05-31;"08000000000";Хабаровский край;р. Амур;Фосфаты;"4э";"1";38;38;ПДК
313;2008-05-31;"75000000000";Челябинская область;р. Обь;Нитрит-ионы;"4э";"1";15;15;ПДК
314;2008-06-30;"10000000000";Амурская область;р. Амур;Аммоний-ион;"4";"1";23;23;ПДК
315;2008-06-30;"10000000000";Амурская область;р. Амур;Фосфаты;"4э";"1";37;37;ПДК
316;2008-06-30;"10000000000";Амурская область;р. Амур;БПК5;"";"1";7;7;ПДК
317;2008-06-30;"12000000000";Астраханская область;р. Волга;Ртуть;"1";"6";3;4;ПДК
318;2008-06-30;"14000000000";Белгородская область;р. Дон;Нитрит-ионы;"4э";"3";11;13;ПДК
319;2008-06-30;"19000000000";Вологодская область;р. Северная Двина;ХПК;"";"1";15;15;ПДК
320;2008-06-30;"19000000000";Вологодская область;р. Северная Двина;Лигносульфонаты;"4";"1";32;32;ПДК
321;2008-06-30;"19000000000";Вологодская область;р. Северная Двина;БПК5;"";"2";7;19;ПДК
322;2008-06-30;"19000000000";Вологодская область;р. Северная Двина;Нитрит-ионы;"4э";"1";18;18;ПДК
323;2008-06-30;"19000000000";Вологодская область;р. Северная Двина;Фенол;"3";"1";40;40;ПДК
324;2008-06-30;"76000000000";Забайкальский край;р. Амур;Фосфаты;"4э";"1";14;14;ПДК
325;2008-06-30;"30000000000";Камчатский край;малые реки, озера, водохранилища;Нефть и нефтепродукты;"3";"1";36;36;ПДК
326;2008-06-30;"33000000000";Кировская область;р. Волга;Взвешенные вещества;"";"9";11;25;ПДК
327;2008-06-30;"04000000000";Красноярский край;р. Енисей;Медь;"3";"1";42;42;ПДК
328;2008-06-30;"04000000000";Красноярский край;р. Обь;Медь;"3";"1";41;41;ПДК
329;2008-06-30;"37000000000";Курганская область;р. Обь;Марганец;"4";"1";38;38;ПДК
330;2008-06-30;"37000000000";Курганская область;р. Обь;Взвешенные вещества;"";"5";18;47;ПДК
331;2008-06-30;"46000000000";Московская область;р. Волга;Аммоний-ион;"4";"18";11;23;ПДК
332;2008-06-30;"46000000000";Московская область;р. Волга;Нитрит-ионы;"4э";"14";11;15;ПДК
333;2008-06-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Никель;"3";"4";11;32;ПДК
334;2008-06-30;"22000000000";Нижегородская область;р. Волга;Сульфаты;"4";"1";10;10;ПДК
335;2008-06-30;"22000000000";Нижегородская область;р. Волга;Взвешенные вещества;"";"10";11;34;ПДК
336;2008-06-30;"50000000000";Новосибирская область;р. Обь;Сульфиды и сероводород;"4";"5";0.00025;0.00028;ПДК
337;2008-06-30;"50000000000";Новосибирская область;р. Обь;Нитрит-ионы;"4э";"4";14;18;ПДК
338;2008-06-30;"53000000000";Оренбургская область;р. Урал;Цинк;"3";"1";15;15;ПДК
339;2008-06-30;"57000000000";Пермский край;р. Волга;Взвешенные вещества;"";"14";10;46;ПДК
340;2008-06-30;"57000000000";Пермский край;р. Кама;Железо общее;"4";"1";43;43;ПДК
341;2008-06-30;"57000000000";Пермский край;р. Кама;Взвешенные вещества;"";"1";11;11;ПДК
342;2008-06-30;"05000000000";Приморский край;р. Амур;Растворенный кислород;"";"1";2.68;2.68;мг/л
343;2008-06-30;"05000000000";Приморский край;р. Амур;Железо общее;"4";"1";39;39;ПДК
344;2008-06-30;"05000000000";Приморский край;р. Амур;БПК5;"";"1";18;18;ПДК
345;2008-06-30;"81000000000";Республика Бурятия;р. Енисей;Фториды;"3";"2";10;11;ПДК
346;2008-06-30;"36000000000";Самарская область;р. Волга;ГХЦГ;"1";"3";3;5;ПДК
347;2008-06-30;"65000000000";Свердловская область;р. Волга;Взвешенные вещества;"";"11";11;39;ПДК
